OrderID,OrderDate,OrderQuantity,Sales,Discount,Profit,UnitPrice,ShippingCost,CustomerSegment,ProductBaseMargin,ShipDate,OrderUrgent,Shipping,Cusme,Province,Region,ProCategory,ProSubCate,ProPacking,Customer_ID,ProductID
57602,4/21/2017,43,130.36,0.02,58.52,2.88,0.5,Consumer,0.36,4/30/2017,Slow,Train,620,Chiang mai,North,Office,Poster,SmallBox,C620 ,P180 
57921,7/23/2015,8,45.24,0.01,-42.12,4.98,4.62,Consumer,0.64,7/23/2015,Medium,Train,61,Chiang mai,North,IT,Computer Accessories,SmallPack,C061 ,P672 
57921,7/23/2015,7,148.05,0.08,-45.94,21.38,8.99,Consumer,0.59,7/25/2015,Medium,Train,61,Chiang mai,North,Office,Supplies,SmallPack,C061 ,P285 
57958,2/2/2014,46,1419.83,0.07,385.8,30.98,8.74,Consumer,0.4,2/3/2014,SuperFast,Air,719,Chiang mai,North,Office,Paper,SmallBox,C719 ,P1204 
58086,2/12/2016,27,154.62,0.04,-118.6,5.53,6.98,Corporate,0.39,2/13/2016,Medium,Train,61,Chiang mai,North,Office,Binder,SmallBox,C061 ,P208 
58086,2/12/2016,31,1638.2,0.1,471.22,55.98,13.88,Corporate,0.36,2/13/2016,Medium,Train,61,Chiang mai,North,Office,Paper,SmallBox,C061 ,P1131 
58182,1/25/2014,24,479.13,0.05,166.92,19.23,6.15,Corporate,0.44,1/27/2014,Fast,Air,771,Chiang mai,North,Home,Furniture,SmallPack,C771 ,P464 
58342,3/5/2016,40,1718.87,0.02,754.1,40.98,1.99,Consumer,0.44,3/5/2016,Fast,Train,633,Chiang mai,North,IT,Computer Accessories,SmallPack,C633 ,P681 
59174,12/6/2014,6,1193.1,0.09,-139.5,204.1,13.99,Consumer,0.37,12/8/2014,Medium,Air,260,Chiang mai,North,IT,Machine,MediumPack,C260 ,P958 
59361,8/3/2017,45,1008.34,0.09,218.65,23.99,6.3,Consumer,0.38,8/5/2017,Fast,Train,743,Chiang mai,North,IT,Machine,MediumPack,C743 ,P1031 
59365,11/11/2014,1,534.3,0.05,-1220.91,535.64,14.7,Home Office,0.59,11/13/2014,Medium,Truck,676,Chiang mai,North,IT,Machine,BigPack,C676 ,P453 
59492,10/5/2017,25,170.4,0.02,-153.75,6.48,10.05,Home Office,0.37,10/6/2017,NotSpecified,Train,374,Chiang mai,North,Office,Paper,SmallBox,C374 ,P1222 
59684,12/3/2015,50,9059.9,0.07,778.01,180.98,55.24,Corporate,0.57,12/20/2015,Medium,Truck,729,Chiang mai,North,Office,Equipment,BigPack,C729 ,P171 
59684,12/3/2015,41,368.17,0,-15.12,8.32,2.38,Corporate,0.74,12/21/2015,Medium,Air,729,Chiang mai,North,IT,Computer Accessories,SmallPack,C729 ,P665 
59684,12/3/2015,3,14.46,0.06,-5.26,4.2,2.26,Corporate,0.36,12/22/2015,Medium,Train,729,Chiang mai,North,Office,Paper,Bag,C729 ,P682 
59684,12/3/2015,25,168.39,0.03,-144.89,6.48,9.68,Corporate,0.36,12/4/2015,Medium,Train,729,Chiang mai,North,Office,Paper,SmallBox,C729 ,P1218 
229,12/2/2015,24,599.1,0.02,3.82,24.92,12.98,Consumer,0.39,12/3/2015,SuperFast,Train,610,Lamphun,North,Office,Binder,SmallBox,C610 ,P538 
512,4/22/2016,6,1309.53,0.06,19.18,218.08,18.06,Home Office,0.57,4/22/2016,Slow,Train,670,Lamphun,North,Home,Chair,Box,C670 ,P717 
512,4/22/2016,48,806.37,0.01,-166.4,15.42,10.68,Home Office,0.58,4/24/2016,Slow,Air,670,Lamphun,North,Office,PowerSupply,SmallBox,C670 ,P379 
1287,6/8/2014,39,3908.65,0.06,480.57,105.29,10.12,Corporate,0.79,6/10/2014,Fast,Train,551,Lamphun,North,Home,Furniture,Box,C551 ,P405 
1895,5/3/2014,5,41.25,0.02,-23.25,6.48,7.91,Corporate,0.37,5/5/2014,Medium,Train,551,Lamphun,North,Office,Paper,SmallBox,C551 ,P1236 
2023,4/9/2017,4,294.89,0.09,-321.84,73.98,12.14,Home Office,0.67,4/9/2017,Slow,Train,670,Lamphun,North,IT,Computer Accessories,SmallBox,C670 ,P698 
2023,4/9/2017,50,246.57,0.06,-132.51,4.98,5.49,Home Office,0.38,4/11/2017,Slow,Train,670,Lamphun,North,Office,Paper,SmallBox,C670 ,P1185 
2593,8/8/2015,5,2004.12,0.1,276.68,420.98,19.99,Corporate,0.35,8/10/2015,Fast,Air,389,Lamphun,North,Office,Binder,SmallBox,C389 ,P516 
2593,8/8/2015,15,3841.72,0.03,691.13,243.98,43.32,Corporate,0.55,8/9/2015,Fast,Truck,389,Lamphun,North,Home,Chair,BigPack,C389 ,P615 
3461,1/4/2015,47,2053.379,0.1,1040.4,55.99,1.25,Home Office,0.35,1/6/2015,SuperFast,Train,728,Lamphun,North,IT,Communication,SmallPack,C728 ,P093 
3461,1/4/2015,35,3206.3955,0.08,784.77,115.99,2.5,Home Office,0.55,1/6/2015,SuperFast,Train,728,Lamphun,North,IT,Communication,SmallBox,C728 ,P1003 
3554,5/20/2016,25,288.91,0.08,-14.06,12.28,6.47,Corporate,0.38,5/29/2016,Slow,Train,445,Lamphun,North,Office,Paper,SmallBox,C445 ,P1130 
4166,2/1/2015,19,138.85,0.08,-49.35,7.1,6.05,Corporate,0.39,2/1/2015,Slow,Train,594,Lamphun,North,Office,Binder,SmallBox,C594 ,P1112 
5059,10/14/2015,5,41.18,0.1,-19.31,5.44,7.46,Small Business,0.36,10/16/2015,Fast,Air,624,Lamphun,North,Office,Binder,SmallBox,C624 ,P1108 
5254,6/29/2017,31,1735.3515,0.08,258.62,65.99,8.99,Corporate,0.56,7/1/2017,NotSpecified,Train,792,Lamphun,North,IT,Communication,SmallBox,C792 ,P046 
5575,6/26/2016,41,254.69,0.06,-269.37,5.98,10.39,Corporate,0.4,6/26/2016,Slow,Train,635,Lamphun,North,Office,Paper,SmallBox,C635 ,P1140 
5954,11/6/2017,32,18316.3,0.06,4569.06,596.98,14.7,Corporate,0.57,11/8/2017,SuperFast,Truck,445,Lamphun,North,IT,Machine,BigPack,C445 ,P450 
6018,7/23/2017,39,206.09,0,36.04,5.08,2.03,Home Office,0.51,7/25/2017,Slow,Train,756,Lamphun,North,Home,Furniture,Bag,C756 ,P738 
6018,7/23/2017,2,124.25,0.07,-55.78,55.98,13.88,Home Office,0.36,7/28/2017,Slow,Train,756,Lamphun,North,Office,Paper,SmallBox,C756 ,P1131 
6336,8/1/2016,43,320.26,0.01,-84.13,7.1,6.05,Home Office,0.39,8/3/2016,Fast,Air,402,Lamphun,North,Office,Binder,SmallBox,C402 ,P1112 
7559,9/16/2015,9,90.37,0.05,-374.82,4.48,49,Corporate,0.6,9/18/2015,SuperFast,Train,594,Lamphun,North,Office,Equipment,Box,C594 ,P633 
7559,9/16/2015,39,806.05,0.04,-63.39,20.95,5.99,Corporate,0.65,9/17/2015,SuperFast,Train,594,Lamphun,North,IT,Computer Accessories,SmallBox,C594 ,P477 
8007,1/15/2017,35,3332.06,0.09,412.63,99.99,19.99,Corporate,0.52,1/15/2017,Slow,Train,521,Lamphun,North,IT,Machine,SmallBox,C521 ,P076 
8070,1/1/2017,14,622.72,0,76.51,40.97,8.99,Home Office,0.59,1/2/2017,Medium,Train,635,Lamphun,North,Office,Supplies,SmallPack,C635 ,P919 
8259,3/23/2014,25,2130.22,0.09,-584.6,89.99,42,Consumer,0.66,3/23/2014,Medium,Truck,610,Lamphun,North,Home,Chair,BigPack,C610 ,P562 
8642,12/21/2014,26,151.05,0.09,-76.14,5.8,5.59,Corporate,0.4,12/22/2014,Fast,Train,594,Lamphun,North,Office,Binder,SmallBox,C594 ,P1107 
8642,12/21/2014,13,133.04,0.04,49.69,10.35,0.99,Corporate,0.37,12/22/2014,Fast,Train,594,Lamphun,North,Office,Poster,SmallBox,C594 ,P192 
8803,11/24/2017,6,1184.11,0.07,-145.07,193.17,19.99,Corporate,0.71,11/25/2017,NotSpecified,Train,792,Lamphun,North,Office,PowerSupply,SmallBox,C792 ,P496 
8803,11/24/2017,17,514.22,0.02,187.37,30.56,2.99,Corporate,0.35,11/27/2017,NotSpecified,Train,792,Lamphun,North,Office,Binder,SmallBox,C792 ,P1019 
9383,2/18/2014,11,82.42,0.07,18.53,7.59,4,Corporate,0.42,2/20/2014,NotSpecified,Train,389,Lamphun,North,Home,Furniture,Bag,C389 ,P741 
10278,8/16/2016,25,1907.71,0,32.55,70.98,26.74,Home Office,0.6,8/23/2016,Slow,Truck,635,Lamphun,North,Home,Case,SuperBig,C635 ,P618 
10949,3/4/2014,46,3449.26,0.1,252.77,80.97,30.06,Small Business,0.4,3/5/2014,Medium,Truck,64,Lamphun,North,IT,Machine,SuperBig,C064 ,P591 
11335,9/25/2014,3,14.84,0.08,-2.42,4.98,0.49,Corporate,0.39,9/26/2014,Fast,Train,521,Lamphun,North,Office,Poster,SmallBox,C521 ,P230 
11335,9/25/2014,8,922.47,0.09,-13.1,119.99,14,Corporate,0.36,9/27/2014,Fast,Truck,521,Lamphun,North,IT,Machine,BigPack,C521 ,P447 
12355,5/1/2016,36,209.53,0.03,-81.06,5.78,5.67,Corporate,0.36,5/2/2016,NotSpecified,Train,445,Lamphun,North,Office,Paper,SmallBox,C445 ,P1203 
12355,5/1/2016,14,225.47,0,-29.07,14.97,7.51,Corporate,0.57,5/2/2016,NotSpecified,Train,445,Lamphun,North,Office,PowerSupply,SmallBox,C445 ,P854 
13127,7/5/2015,13,951.31,0.06,-333.07,68.81,60,Home Office,0.41,7/8/2015,Medium,Truck,670,Lamphun,North,Office,Equipment,BigPack,C670 ,P601 
14978,5/1/2015,14,12043.88,0.07,2011.31,880.98,44.55,Corporate,0.62,5/2/2015,SuperFast,Truck,624,Lamphun,North,Home,Case,SuperBig,C624 ,P896 
14978,5/1/2015,14,195.12,0,-6.32,13.48,4.51,Corporate,0.59,5/2/2015,SuperFast,Train,624,Lamphun,North,Office,PowerSupply,SmallBox,C624 ,P1048 
15751,7/20/2014,37,189.6,0.02,89.65,4.98,0.49,Corporate,0.39,7/21/2014,SuperFast,Train,521,Lamphun,North,Office,Poster,SmallBox,C521 ,P230 
15751,7/20/2014,21,397.732,0.01,-26.05,20.99,0.99,Corporate,0.83,7/21/2014,SuperFast,Train,521,Lamphun,North,IT,Communication,SmallPack,C521 ,P081 
15815,4/5/2014,43,528.6,0.01,52.59,11.7,5.63,Corporate,0.4,4/7/2014,SuperFast,Train,551,Lamphun,North,Office,Binder,SmallBox,C551 ,P478 
15815,4/5/2014,24,107.41,0.03,20.68,4.55,1.49,Corporate,0.35,4/5/2014,SuperFast,Train,551,Lamphun,North,Office,Binder,SmallBox,C551 ,P874 
16737,5/24/2016,15,1390.49,0.01,366.8,90.48,19.99,Home Office,0.4,5/25/2016,NotSpecified,Train,756,Lamphun,North,Office,Envelopes,SmallBox,C756 ,P1072 
17124,9/29/2014,39,128.31,0.05,-55.72,3.14,1.92,Home Office,0.84,9/30/2014,SuperFast,Air,792,Lamphun,North,Office,Pens,Bag,C792 ,P941 
17666,8/13/2015,19,82.56,0.01,21.74,4,1.3,Home Office,0.37,8/15/2015,Medium,Train,670,Lamphun,North,Office,Paper,Bag,C670 ,P400 
17666,8/13/2015,11,141.07,0.08,-5.1,12.98,3.14,Home Office,0.6,8/13/2015,Medium,Train,670,Lamphun,North,Office,Pens,SmallPack,C670 ,P128 
19075,8/31/2014,36,1841.6,0.01,12.95,50.98,6.5,Home Office,0.73,9/1/2014,SuperFast,Train,402,Lamphun,North,IT,Computer Accessories,SmallBox,C402 ,P765 
21220,11/26/2017,4,476.31,0.07,-258.08,120.97,26.3,Home Office,0.38,11/29/2017,NotSpecified,Truck,635,Lamphun,North,IT,Machine,BigPack,C635 ,P325 
21600,3/9/2015,17,169.48,0.03,48.55,10.14,2.27,Home Office,0.36,3/16/2015,Slow,Train,64,Lamphun,North,Office,Paper,Bag,C064 ,P998 
22117,7/17/2015,16,581.52,0.03,175.16,35.44,7.5,Home Office,0.38,7/18/2015,SuperFast,Air,635,Lamphun,North,Office,Paper,SmallBox,C635 ,P1150 
22117,7/17/2015,5,19.17,0.1,-16.42,3.28,3.97,Home Office,0.56,7/20/2015,SuperFast,Train,635,Lamphun,North,Office,Supplies,Bag,C635 ,P796 
22211,9/6/2016,30,943.44,0.08,-89.98,30.98,19.99,Consumer,0.4,9/8/2016,NotSpecified,Train,610,Lamphun,North,Office,Paper,SmallBox,C610 ,P1213 
22211,9/6/2016,47,14493.84,0,634.76,376.13,85.63,Consumer,0.74,9/7/2016,NotSpecified,Truck,610,Lamphun,North,Home,Table,SuperBig,C610 ,P297 
22404,10/21/2015,35,7264.64,0.06,1845.68,218.08,18.06,Home Office,0.57,10/28/2015,Slow,Train,402,Lamphun,North,Home,Chair,Box,C402 ,P717 
23362,8/1/2015,45,852.05,0.1,-20.6,19.98,10.49,Small Business,0.49,8/3/2015,Medium,Train,624,Lamphun,North,Home,Furniture,SmallBox,C624 ,P015 
23399,12/3/2015,14,209.3,0.01,7.86,13.48,4.51,Small Business,0.59,12/3/2015,Fast,Air,624,Lamphun,North,Office,PowerSupply,SmallBox,C624 ,P1048 
23781,10/4/2016,30,200.24,0,-59.85,6.48,5.84,Home Office,0.37,10/6/2016,SuperFast,Train,64,Lamphun,North,Office,Paper,SmallBox,C064 ,P1242 
23812,7/1/2017,32,5845.82,0.1,2227.89,200.97,15.59,Home Office,0.36,7/1/2017,SuperFast,Truck,756,Lamphun,North,IT,Machine,BigPack,C756 ,P590 
24199,5/21/2014,16,706.53,0,-314.42,40.48,19.99,Small Business,0.77,5/22/2014,SuperFast,Train,624,Lamphun,North,IT,Computer Accessories,SmallBox,C624 ,P699 
25155,12/25/2014,48,1038.99,0,-180.45,19.94,14.87,Corporate,0.57,1/1/2015,Slow,Train,389,Lamphun,North,Home,Furniture,Box,C389 ,P728 
25155,12/25/2014,17,114.01,0.08,6.99,6.69,3.1,Corporate,0.36,1/1/2015,Slow,Train,389,Lamphun,North,Office,Paper,Bag,C389 ,P1122 
25155,12/25/2014,3,30.37,0.01,-1.74,4.98,5.49,Corporate,0.38,12/30/2014,Slow,Air,389,Lamphun,North,Office,Paper,SmallBox,C389 ,P1185 
26084,9/20/2017,33,228.82,0.03,-107,6.68,7.3,Corporate,0.37,9/25/2017,Slow,Air,594,Lamphun,North,Office,Paper,SmallBox,C594 ,P1188 
26146,9/15/2014,13,1351.76,0.03,107.31,104.65,18.93,Corporate,0.58,9/22/2014,Slow,Train,389,Lamphun,North,Office,Equipment,SmallBox,C389 ,P460 
26146,9/15/2014,49,595.4,0.03,-148.85,11.66,7.95,Corporate,0.58,9/24/2014,Slow,Train,389,Lamphun,North,Office,Supplies,SmallPack,C389 ,P646 
26529,1/2/2016,41,12125.14,0.08,3376.03,297.64,14.7,Consumer,0.57,1/6/2016,Slow,Truck,604,Lamphun,North,IT,Machine,BigPack,C604 ,P845 
26693,7/26/2015,44,2094.978,0.06,697.29,55.99,1.25,Corporate,0.55,7/28/2015,Medium,Air,792,Lamphun,North,IT,Communication,SmallPack,C792 ,P083 
26948,10/26/2016,38,273.89,0.05,-160.4,7.3,7.72,Home Office,0.38,10/27/2016,Fast,Train,508,Lamphun,North,Office,Binder,SmallBox,C508 ,P161 
26951,3/13/2015,3,451.81,0.05,-318.59,150.98,13.99,Home Office,0.38,3/14/2015,NotSpecified,Train,434,Lamphun,North,IT,Machine,MediumPack,C434 ,P319 
27141,1/9/2015,25,495.8,0.03,107.82,19.04,6.38,Corporate,0.56,1/10/2015,NotSpecified,Train,594,Lamphun,North,Home,Furniture,SmallBox,C594 ,P417 
27141,1/9/2015,28,1645.51,0.06,300.34,59.76,9.71,Corporate,0.57,1/10/2015,NotSpecified,Train,594,Lamphun,North,Office,PowerSupply,SmallBox,C594 ,P144 
27302,8/17/2017,16,237.54,0.04,29.76,13.79,8.78,Corporate,0.43,8/17/2017,Slow,Train,521,Lamphun,North,Home,Furniture,SmallBox,C521 ,P070 
27302,8/17/2017,3,143.5,0.08,-27.51,48.91,5.81,Corporate,0.38,8/17/2017,Slow,Train,521,Lamphun,North,Office,Paper,SmallBox,C521 ,P1136 
27426,1/28/2015,41,438.66,0.01,58.86,9.99,4.78,Home Office,0.4,1/30/2015,Slow,Train,792,Lamphun,North,Office,Paper,SmallBox,C792 ,P1141 
27426,1/28/2015,32,416.99,0.02,-93.62,12.88,4.59,Home Office,0.82,2/4/2015,Slow,Air,792,Lamphun,North,Office,Pens,Bag,C792 ,P736 
27810,1/2/2015,32,216.51,0.02,109.29,6.3,0.5,Consumer,0.39,1/4/2015,Fast,Air,407,Lamphun,North,Office,Poster,SmallBox,C407 ,P197 
28674,7/19/2016,26,161.96,0,-51.12,5.78,5.67,Home Office,0.36,7/20/2016,Fast,Train,728,Lamphun,North,Office,Paper,SmallBox,C728 ,P1203 
28742,4/3/2017,35,587.92,0.09,-7.92,16.91,6.25,Corporate,0.58,4/3/2017,Slow,Train,635,Lamphun,North,Office,PowerSupply,SmallBox,C635 ,P1049 
28742,4/3/2017,7,2171.464,0.04,-209.56,376.13,85.63,Corporate,0.74,4/10/2017,Slow,Truck,635,Lamphun,North,Home,Table,SuperBig,C635 ,P297 
28772,1/11/2014,16,950.464,0.02,-763.8,71.37,69,Small Business,0.68,1/12/2014,Fast,Train,573,Lamphun,North,Home,Table,Box,C573 ,P708 
28772,1/11/2014,4,705.687,0.03,-803.08,205.99,8.99,Small Business,0.6,1/13/2014,Fast,Air,573,Lamphun,North,IT,Communication,SmallBox,C573 ,P1004 
29152,6/26/2016,3,58.63,0,-40.86,17.48,1.99,Small Business,0.45,6/30/2016,Slow,Train,64,Lamphun,North,IT,Computer Accessories,SmallPack,C064 ,P745 
29152,6/26/2016,13,94.99,0.06,-106.29,6.98,9.69,Small Business,0.83,6/26/2016,Slow,Train,64,Lamphun,North,Office,PowerSupply,SmallBox,C064 ,P425 
29639,3/21/2016,8,22.37,0.04,-14.09,2.6,2.4,Corporate,0.58,3/23/2016,SuperFast,Train,594,Lamphun,North,Office,Supplies,Bag,C594 ,P014 
30407,3/22/2014,41,17853.64,0.02,6227.33,419.19,19.99,Corporate,0.58,3/22/2014,Slow,Train,594,Lamphun,North,Office,PowerSupply,SmallBox,C594 ,P952 
31175,8/31/2014,26,539.66,0,147.08,19.98,5.97,Corporate,0.38,9/3/2014,SuperFast,Air,792,Lamphun,North,Office,Paper,SmallBox,C792 ,P1172 
32455,8/28/2015,43,4620.53,0,1025.23,99.99,19.99,Corporate,0.52,8/29/2015,Fast,Train,610,Lamphun,North,IT,Computer Accessories,SmallBox,C610 ,P1074 
32484,1/9/2016,9,2502.67,0.1,-198.8,300.98,64.73,Corporate,0.56,1/10/2016,NotSpecified,Truck,792,Lamphun,North,Home,Chair,BigPack,C792 ,P563 
34402,4/6/2015,38,3016.85,0.05,-967.67,80.98,35,Corporate,0.81,4/8/2015,Fast,Train,551,Lamphun,North,Office,PowerSupply,Box,C551 ,P332 
34402,4/6/2015,11,48.5,0.07,23.88,3.15,0.5,Corporate,0.37,4/9/2015,Fast,Air,551,Lamphun,North,Office,Poster,SmallBox,C551 ,P203 
34723,11/13/2017,4,6095.14,0.06,-3001.28,1500.97,29.7,Small Business,0.57,11/15/2017,Medium,Truck,570,Lamphun,North,IT,Machine,BigPack,C570 ,P449 
34723,11/13/2017,46,3776.28,0.06,579.79,80.97,30.06,Small Business,0.4,11/16/2017,Medium,Truck,570,Lamphun,North,IT,Machine,SuperBig,C570 ,P591 
34723,11/13/2017,29,1487.8995,0.09,79.32,65.99,8.99,Small Business,0.56,11/15/2017,Medium,Train,570,Lamphun,North,IT,Communication,SmallBox,C570 ,P046 
34757,5/2/2017,40,250.6,0.1,-107.06,6.48,6.22,Small Business,0.37,5/4/2017,Fast,Air,570,Lamphun,North,Office,Paper,SmallBox,C570 ,P1139 
34913,10/26/2016,15,107.63,0,-29.89,6.81,5.48,Home Office,0.37,10/28/2016,Medium,Train,792,Lamphun,North,Office,Binder,SmallBox,C792 ,P227 
35136,9/12/2014,23,68.73,0.07,17.17,2.94,0.81,Corporate,0.4,9/13/2014,SuperFast,Train,610,Lamphun,North,Office,Supplies,Bag,C610 ,P866 
35299,7/15/2017,41,4359,0.02,907.67,99.99,19.99,Corporate,0.52,7/17/2017,NotSpecified,Train,624,Lamphun,North,IT,Computer Accessories,SmallBox,C624 ,P1074 
36676,7/29/2016,32,3046.01,0.08,998.65,100.97,14,Corporate,0.37,7/31/2016,NotSpecified,Truck,551,Lamphun,North,IT,Machine,BigPack,C551 ,P588 
36676,7/29/2016,15,353.52,0.04,51.53,22.84,8.18,Corporate,0.39,7/30/2016,NotSpecified,Train,551,Lamphun,North,Office,Paper,SmallBox,C551 ,P1216 
36708,8/23/2016,46,636.5,0.01,-71.98,12.99,9.44,Corporate,0.39,8/25/2016,NotSpecified,Train,792,Lamphun,North,IT,Machine,MediumPack,C792 ,P582 
36708,8/23/2016,25,2614.3705,0.07,384.01,125.99,7.69,Corporate,0.58,8/25/2016,NotSpecified,Train,792,Lamphun,North,IT,Communication,SmallBox,C792 ,P1061 
36835,9/24/2014,39,12073.06,0.03,5081.87,315.98,19.99,Home Office,0.38,9/26/2014,SuperFast,Train,792,Lamphun,North,Office,Binder,SmallBox,C792 ,P533 
36835,9/24/2014,25,6685.05,0.09,1653.6,276.2,24.49,Home Office,,9/25/2014,SuperFast,Train,792,Lamphun,North,Home,Chair,Box,C792 ,P905 
36835,9/24/2014,18,1175.53,0.03,257.59,63.94,14.48,Home Office,0.46,9/25/2014,SuperFast,Train,792,Lamphun,North,Home,Furniture,SmallBox,C792 ,P644 
37127,9/6/2015,19,178.44,0.03,50.13,9.11,2.15,Corporate,0.4,9/7/2015,Fast,Train,389,Lamphun,North,Office,Paper,Bag,C389 ,P278 
37667,11/5/2016,31,472.35,0.03,61.68,14.48,6.46,Consumer,0.38,11/6/2016,Fast,Train,610,Lamphun,North,Office,Binder,SmallBox,C610 ,P543 
37825,6/26/2014,44,505.01,0.06,-43.52,11.97,4.98,Home Office,0.58,6/28/2014,Slow,Train,508,Lamphun,North,Office,Equipment,SmallBox,C508 ,P977 
37825,6/26/2014,41,286.75,0.06,98.44,6.98,1.6,Home Office,0.38,7/3/2014,Slow,Train,508,Lamphun,North,Office,Paper,Bag,C508 ,P137 
37861,12/1/2016,32,980.07,0.09,337.25,30.98,5.76,Corporate,0.4,12/3/2016,NotSpecified,Train,594,Lamphun,North,Office,Paper,SmallBox,C594 ,P652 
37926,8/13/2014,31,353.25,0.02,60.06,11.55,2.36,Corporate,0.55,8/15/2014,SuperFast,Train,635,Lamphun,North,Office,Supplies,Bag,C635 ,P774 
38304,2/24/2016,7,30.1,0.09,-28.31,3.58,5.47,Consumer,0.37,2/26/2016,Fast,Train,604,Lamphun,North,Office,Binder,SmallBox,C604 ,P222 
38978,7/8/2014,24,4547.26,0,468.27,180.98,30,Small Business,0.69,7/10/2014,Slow,Truck,573,Lamphun,North,Home,Chair,BigPack,C573 ,P824 
39267,12/23/2014,26,430.33,0.08,85.48,17.78,5.03,Home Office,0.54,12/25/2014,Fast,Train,670,Lamphun,North,Home,Furniture,SmallBox,C670 ,P943 
39267,12/23/2014,46,1221.47,0.09,-233.14,28.28,13.99,Home Office,0.58,12/24/2014,Fast,Train,670,Lamphun,North,Office,PowerSupply,MediumPack,C670 ,P422 
40772,1/17/2017,15,128.27,0,22.85,7.89,2.82,Consumer,0.4,1/18/2017,SuperFast,Train,604,Lamphun,North,Office,RubberPro,Bag,C604 ,P997 
40928,8/17/2014,4,292.3405,0.01,-420.59,85.99,0.99,Corporate,0.85,8/22/2014,Slow,Train,594,Lamphun,North,IT,Communication,Bag,C594 ,P099 
41216,6/5/2014,8,253.26,0.02,49.66,29.17,6.27,Home Office,0.37,6/6/2014,NotSpecified,Train,434,Lamphun,North,Office,Binder,SmallBox,C434 ,P271 
41216,6/5/2014,45,6865.072,0,1117.24,179.29,29.21,Home Office,0.74,6/7/2014,NotSpecified,Truck,434,Lamphun,North,Home,Table,SuperBig,C434 ,P267 
42310,6/25/2014,20,3361.7585,0.04,394.35,205.99,8.99,Consumer,0.56,6/26/2014,SuperFast,Train,407,Lamphun,North,IT,Communication,SmallBox,C407 ,P1062 
42403,5/25/2014,38,117.84,0.04,30.76,3.08,0.99,Small Business,0.37,5/26/2014,NotSpecified,Train,573,Lamphun,North,Office,Poster,SmallBox,C573 ,P178 
42403,5/25/2014,47,121.2,0.1,-20.2,2.78,1.25,Small Business,0.59,5/26/2014,NotSpecified,Train,573,Lamphun,North,Office,Supplies,Bag,C573 ,P780 
43138,2/16/2017,43,1334.05,0.06,581.77,30.56,2.99,Home Office,0.35,2/20/2017,Slow,Train,508,Lamphun,North,Office,Binder,SmallBox,C508 ,P1019 
43138,2/16/2017,50,6552.86,0.07,-692.82,137.48,32.18,Home Office,0.78,2/18/2017,Slow,Truck,508,Lamphun,North,Home,Case,SuperBig,C508 ,P814 
43206,7/28/2014,16,587.88,0,135.37,35.41,1.99,Corporate,0.43,7/29/2014,Medium,Air,389,Lamphun,North,IT,Computer Accessories,SmallPack,C389 ,P676 
43207,5/14/2015,45,2207.9,0.02,579.76,49.34,10.25,Consumer,0.57,5/18/2015,Slow,Train,407,Lamphun,North,Home,Furniture,Box,C407 ,P442 
43207,5/14/2015,41,139.93,0.05,-3.06,3.28,1.95,Consumer,0.42,5/21/2015,Slow,Train,407,Lamphun,North,Office,Supplies,Bag,C407 ,P921 
43207,5/14/2015,8,15.45,0.05,-7.75,1.81,1.56,Consumer,0.49,5/16/2015,Slow,Train,407,Lamphun,North,Office,RubberPro,Bag,C407 ,P342 
43650,2/25/2014,3,1759.65,0.06,-2213.75,599.99,24.49,Corporate,0.5,2/26/2014,NotSpecified,Train,792,Lamphun,North,IT,Printer,Box,C792 ,P323 
43650,2/25/2014,7,88.59,0.05,-26.29,11.97,5.81,Corporate,0.6,2/27/2014,NotSpecified,Train,792,Lamphun,North,Office,Supplies,SmallPack,C792 ,P993 
44290,2/23/2015,49,508.38,0.06,4.68,10.4,5.4,Corporate,0.51,2/25/2015,Medium,Train,610,Lamphun,North,Home,Furniture,SmallPack,C610 ,P470 
44290,2/23/2015,28,281.09,0.01,-114.58,9.06,9.86,Corporate,0.4,2/25/2015,Medium,Train,610,Lamphun,North,Office,Paper,SmallBox,C610 ,P962 
44290,2/23/2015,41,276.65,0.02,-75.28,6.48,5.87,Corporate,0.37,2/25/2015,Medium,Train,610,Lamphun,North,Office,Paper,SmallBox,C610 ,P1244 
44613,8/4/2015,34,1911.69,0.07,939.43,55.98,5.15,Small Business,0.36,8/5/2015,Fast,Train,570,Lamphun,North,Office,Paper,SmallBox,C570 ,P1170 
44613,8/4/2015,17,120.751,0.03,-71.39,7.99,5.03,Small Business,0.6,8/5/2015,Fast,Train,570,Lamphun,North,IT,Communication,MediumPack,C570 ,P259 
44613,8/4/2015,45,245.55,0.03,-227.25,5.28,8.16,Small Business,0.4,8/5/2015,Fast,Train,570,Lamphun,North,Office,Paper,SmallBox,C570 ,P1192 
44965,9/5/2016,19,28.82,0,2.16,1.48,0.7,Corporate,0.37,9/9/2016,Slow,Train,610,Lamphun,North,Office,RubberPro,Bag,C610 ,P269 
44965,9/5/2016,45,75.39,0.05,-4.83,1.68,0.7,Corporate,0.6,9/9/2016,Slow,Train,610,Lamphun,North,Office,Supplies,Bag,C610 ,P773 
45733,11/10/2015,39,851.17,0.07,-131.28,22.38,15.1,Corporate,0.38,11/11/2015,SuperFast,Train,521,Lamphun,North,Office,Binder,SmallBox,C521 ,P210 
